num_functions,num_classes,avg_function_length,max_function_length,avg_class_size,max_nesting_depth,avg_params_per_function,cyclomatic_complexity,total_lines,code_lines,total_variables,bad_var_name_ratio,avg_variable_name_length,naming_consistency,docstring_ratio,type_hint_ratio,try_except_count,error_handling_ratio,magic_number_count,comment_ratio,avg_returns_per_function,import_count,repo_name,quality_label
-0.6982850552195498,-0.8487506435163706,1.753712581680321,0.17327952883983844,-0.8518251379536307,0.8259903728881537,-1.4363604924827453,-0.17638600976797447,-0.5914449539466391,-0.5514652140274263,-0.4587555990979896,-0.10290568469131547,0.4141015864609981,1.0037358226487914,-0.7147385556541396,-0.45791790974995833,-0.6471551024731798,-0.6134989209653543,-0.7963077597862107,1.3306794440779743,-1.4673683520356744,-1.7039348693841372,vinta/awesome-python,1
0.577263986562152,0.7789647199635015,-0.02382583670790476,0.015893144079152346,1.1395948473726751,-0.028131661847719192,1.2503820897262168,1.1283556222398574,0.15393681119169275,0.36261575905697746,0.8744196824452124,0.6405374113352167,0.23790679761514943,-0.2324967722708694,-0.5508334440623858,-0.26920367030111825,-0.16871047399550107,-0.39301374277835893,-0.11472044185142939,-0.66829812795568,0.8482545893091558,-0.0644371517457159,AUTOMATIC1111/stable-diffusion-webui,1
-0.0356621763719125,-0.28503969512507293,1.5952349423074106,2.156463278205261,0.27306588874308013,0.9480078064218498,0.1820204925771545,1.1479757971572686,1.2054108779215191,1.3574351228101036,0.926361576531311,0.015712752426875105,0.31086317612059244,0.2775968312239991,0.3923344457823944,-0.03224669294806274,2.0868142031135557,1.341890718893695,-0.2754935301350489,0.17194157244312924,0.8502598231583673,0.787702999367263,huggingface/transformers,1
-0.3504080438245401,-0.4541529796424622,-0.29936038998474934,-0.5248703317652565,-0.684180088168508,-0.24166217053168743,-0.5690398998117131,0.012458173812106513,-0.4310860177886378,-0.26128077812761563,-0.41285346013818136,0.1072928000794313,0.1834518110399732,-0.04843239627175229,-0.6072228173164296,0.27849329531732037,-0.24845124540844749,0.06411135027292972,-0.7051652695972573,-0.4893722279095692,0.3870730226480962,0.07509456890436231,yt-dlp/yt-dlp,1
-0.5359424499018786,-0.05955531576855379,-0.6334710316330481,-0.7589321347426873,-0.7058405208413775,-0.11354386532130656,-0.8256241557319779,-0.38812039741836823,-0.7502368646698717,-0.625393153649521,-0.590019610509371,0.21513941092271058,0.2776763827314804,0.037616350382112196,-0.7147385556541396,-0.45791790974995833,1.426104954263428,0.03953867010714599,-0.610060062443567,-0.11743674252431158,-0.5467810021947663,0.5983385213421563,ytdl-org/youtube-dl,1
0.785990193399158,0.9269388439162173,0.7619233594994083,1.5877392175224152,0.06052887448241126,0.8259903728881537,0.002455199436569083,1.3744253159957207,0.7703001488673982,1.0500765060101005,0.9891750298447329,0.8232905145218894,0.2309780568235328,0.06923684814148467,0.22366759497999927,1.6756785783170975,0.22999338306923128,-0.12070616536695694,0.15078159478595635,-0.7802769875233257,0.12039166378546014,0.5285726610171173,openai/whisper,1
-0.3735998445842075,0.18706822415263896,3.187058204016398,2.9053457463522623,-0.3529571349179053,2.1498795267287565,-0.48987895990458685,1.2084713364859527,1.8933350437849974,2.158304685017949,0.5961882962940941,-0.5382269704349634,1.1703013494129557,1.3894352750605359,0.9585147900756266,2.9544967329153087,2.5424757540446783,2.82407010889348,-0.24549010168775368,-0.3399897786826602,1.4305909611256151,0.9122848928048328,Shubhamsaboo/awesome-llm-apps,1
-0.3793977947741243,-0.4788153336345815,-0.8776765554073866,-0.5732969116916216,0.8213368679848742,-1.0424015780965683,-0.9464590195956372,-0.3194497852074297,0.12416332793108671,0.16190485755960832,-0.6595774570471505,-0.9291130771453069,1.387304681541548,2.1433530341763816,0.32954137394415767,-0.45791790974995833,0.050576647390101696,-0.31099433559112066,-0.6576126660204121,1.0927559627508399,-0.9709757677287634,-0.9408707720790209,django/django,1
-0.7330727563590507,-0.30617885568974657,-0.18848662256108673,-0.2746663354790376,-0.0070682637117136,-0.8822536965835921,-0.805094415478959,-0.2164438668910219,-0.6337546406853951,-0.4713190364931929,-0.6870583428717725,-0.7785390298033873,0.24912828407431276,1.1652739538055952,0.9550818877420783,2.4820512942951343,-0.009228931169608106,-0.1798283473728526,-0.772531457997788,1.9097343439253944,-0.6704295409163199,-0.5004737787772109,microsoft/markitdown,1
0.4033254808646473,0.33504234810535455,0.19527427376192158,0.09458633645949525,0.969651633124409,-0.7541353913732113,-0.125861706603917,-0.30228213215469507,0.13669953140923652,0.22719635563706567,-0.3097749726494892,-0.8814589597206854,0.5898556984250407,0.05003859410499843,1.5988895238539342,1.75713738532873,-0.4876735596472868,0.1996334045205869,-0.5387311570782991,2.987364996846936,-0.10498558014020586,0.17974335939192135,tensorflow/models,1
-0.4779629480027103,-0.7501012275478935,-0.1579542333241042,-0.175795401462709,-0.7919519058875154,1.167639186782503,-0.6123023433129378,0.3214759287613298,-0.03306155735737725,0.16363214586853578,-0.13462207398706313,1.3008099800515458,0.11384297043327206,-0.5266410354513001,-0.5555594105827246,-0.45791790974995833,1.904549582741107,1.7920175419305546,-0.45155138385408294,-0.014013955981082455,-0.23875435156000277,0.7029873118297153,swisskyrepo/PayloadsAllTheThings,1
3.6385816868382364,1.1735623838374099,-0.40441318999572473,0.24591939872938579,4.701076947360002,0.655165965940979,0.042510242672730014,3.7836192943961473,2.187935825521521,2.490634955655589,1.8697713272578955,0.22691589206799145,0.25129763240605646,-0.18375237554750604,-0.45439431841574907,3.3358970548630094,5.492884296323697,0.865579397238616,0.27362582069280655,2.0422916168236482,1.2377983977535079,1.540177635730186,infiniflow/ragflow,1
-0.24894391550099568,-0.17053590873309057,0.4800220774781824,0.8088783903733787,0.21409982685978482,0.4523119826912093,-0.16103240448185302,0.20988618391855474,-0.05473874253834474,0.0833132395034096,-0.3208478570476886,-0.2354501889150578,1.182044534259258,0.7776756821084974,1.638424369039707,3.3234613995068814,1.5457161113828477,1.3515708656256695,-0.6477058736085695,0.1384706613283441,0.0925796126408842,-0.13420301207075516,sherlock-project/sherlock,1
-0.6982850552195498,-0.8487506435163706,0.023543858251294094,-0.18991982060789883,-0.8518251379536307,-0.8822536965835921,2.658338385379652,-0.6341900911742313,-0.40340190177438995,-0.2060075522419374,-0.619815735799071,-0.9733811710837238,1.534805672642036,0.6547039659268018,-0.7147385556541396,-0.45791790974995833,-0.6471551024731798,-0.6134989209653543,-0.7963077597862107,-0.4579338785110993,-0.04426333217968382,0.04021163874184283,pallets/flask,1
0.5386109852960399,-0.5199192569547803,1.1981927219518838,1.7000619792960672,-0.7913471257656354,1.964819752535984,0.4056852943778525,2.5895136487281603,1.8687849786402868,2.129286241427968,1.4592021954507224,1.5044121210298134,0.793093639894203,1.1051113690598362,1.7012328139857837,3.038261684249613,1.4792654685387256,1.301879445734862,-0.38682700676337695,0.06705471540004114,1.7425240816395042,0.7378702419922348,vllm-project/vllm,1
-0.4663670476228767,-0.19108787039319,0.8425873155608334,-0.2437271316371932,-0.821586131859633,-0.31283900675967674,-0.9488963403562694,-0.5578894109398551,-0.5740335602269864,-0.47776757951318866,-0.5204953181667376,-0.7262784523658787,0.2425269150205033,-0.18222560730724593,3.846535192006295,3.5150134470677354,-0.6471551024731798,-0.6134989209653543,-0.7434715335897161,-0.5528146424810004,-1.0607669177911059,0.2727645064919736,ansible/ansible,1
-1.022970265854892,-0.799425935532132,-1.0938567756299524,-1.0797582267548553,-0.8119096499095537,-0.6260170861628301,-1.2742786619006923,-0.7314734584730609,-1.040136570102089,-0.8706680935172181,-0.9218034921135988,-0.5721292843712193,0.4351586544020107,-0.9735722807536441,-0.7147385556541396,-0.010963132107967776,0.22999338306923128,-0.3085742989081264,-0.6615753829851493,-0.32270760345763067,-1.2064657650620763,-0.8318616153211471,xtekky/gpt4free,1
